Name      RA rm rs    Dec dm ds yr    mag  sp      pc     pmRA  pmDec
HIP108156 21 54 45.0   32 19 42 2000  7.73 K0      20.3   0.21 -0.23
HIP108159 21 54 45.3  -46 59 33 2000 11.9  M3      15.1  -0.31 -0.37
HIP108162 21 54 51.3  -77 20 16 2000  8.23 K3IV    26.3   0.22 -0.19
HIP108162 21 54 51.3  -77 20 16 2000  8.23 K3IV    26.3   0.22 -0.19
HIP108506 21 58 55.0  -04 22 23 2000  6.24 K2V     36.0   0.00 -0.25
HIP108567 21 59 32.1  -60 55 58 2000  9.53 K7      23.2  -0.01 -0.09
HIP108569 21 59 34.7  -59 45 10 2000  9.74 M2      11.8   0.89 -0.13
HIP108752 22 01 49.0   16 28 02 2000 10.6  M2      16.4   0.39  0.15
HIP108782 22 02 10.3   01 24 00 2000  9.17 M0      10.3  -0.46 -0.28
GJ845A    22 03 21.7  -56 47 09 2000  4.68 K4.0V    3.62  3.96 -2.54
HIP108917 22 03 47.5   64 37 40 2000  4.26 Am      31.1   0.21  0.09
HIP109176 22 07 00.7   25 20 42 2000  3.77 F5V     11.7   0.30  0.03
HIP109268 22 08 14.0  -46 57 39 2000  1.73 B7IV    31.0   0.13 -0.15
HIP109285 22 08 23.0  -32 59 18 2000  4.50 A2V     39.9   0.08 -0.03
HIP109378 22 09 29.9  -07 32 55 2000  6.54 G0      21.2   0.09 -0.45
HIP109388 22 09 40.3  -04 38 26 2000 10.4  M3       8.77  1.13 -0.02
HIP109422 22 10 08.8  -32 32 54 2000  4.94 F6V     18.7   0.43  0.01
HIP109427 22 10 12.0   06 11 52 2000  3.52 A2V     29.6   0.28  0.03
HIP109474 22 10 38.8   70 07 57 2000  5.52 F2V     32.6  -0.06  0.02
HIP109527 22 11 11.9   36 15 22 2000  7.23 K0      22.4   0.03 -0.25
HIP109555 22 11 30.1   18 25 34 2000 10.2  M2      11.4   0.33  0.18
HIP109638 22 12 35.9   08 33 11 2000 11.9  M3      13.8   0.12 -0.66
HIP109822 22 14 38.2  -15 49 06 2000  6.55 K0/K1V  38.1  -0.01 -0.36
HIP109821 22 14 38.7  -41 22 54 2000  6.23 G5V     22.1   0.57 -0.79
HIP109857 22 15 02.2   57 02 36 2000  4.18 F0IV    25.7   0.48  0.05
HIP109926 22 15 54.1   54 40 22 2000  7.50 K1V     21.4   0.21  0.07
HIP109980 22 16 31.8   68 20 23 2000  9.23 K5      23.9   0.38 -0.01
HIP110066 22 17 39.4  -48 39 01 2000  8.40 K3V     25.3   0.20 -0.11
HIP110078 22 17 50.6  -77 30 41 2000  5.49 F3III   38.4  -0.04  0.01
HIP110109 22 18 15.6  -53 37 37 2000  5.36 G1V     13.6   0.44 -0.63
HIP110341 22 20 55.8   08 11 12 2000  6.18 F6V     31.7   0.04  0.02
HIP110395 22 21 39.4  -01 23 14 2000  3.86 A0V     48.3   0.13  0.01
HIP110443 22 22 16.2  -54 33 38 2000  8.98 K7V     13.3  -0.19  0.23
HIP110506 22 23 08.0  -45 55 42 2000  5.62 F3III-I 40.6   0.23 -0.06
HIP110526 22 23 29.1   32 27 33 2000 10.7  M0...   16.0   0.25 -0.21
HIP110640 22 24 45.5   22 33 04 2000  8.83 M0      21.3  -0.17 -0.07
HIP110712 22 25 51.2  -75 00 56 2000  6.12 G3IV    23.0   0.06  0.01
HIP110750 22 26 13.5  -19 11 18 2000  9.25 K3/K4V  26.7   0.24 -0.03
HIP110774 22 26 32.7   63 52 45 2000  9.52 K7      25.0   0.20  0.21
HIP110778 22 26 34.3  -16 44 31 2000  5.55 G3V     20.0   0.21  0.00
GJ860B    22 27 59.6   57 41 45 2000 11.4  M4.0V    4.03 -0.87 -0.47
GJ860A    22 28 00.4   57 41 49 2000  9.79 M3.0V    4.03 -0.87 -0.47
HIP110935 22 28 37.7  -67 29 20 2000  5.56 A3V     43.5   0.15 -0.07
HIP110951 22 28 45.9   18 55 54 2000 10.7  ---     22.5   0.17 -0.13
HIP110996 22 29 15.2  -30 01 06 2000  7.65 K4V     15.4   0.22 -0.81
HIP111169 22 31 17.5   50 16 56 2000  3.76 A1V     31.3   0.14  0.02
HIP111170 22 31 18.3  -06 33 18 2000  6.15 F7V     25.5   0.16 -0.11
HIP111188 22 31 30.3  -32 20 45 2000  4.29 A1V     45.4   0.06 -0.02
HIP111313 22 33 02.2   09 22 40 2000 10.3  M0V:    12.8   0.54  0.14
HIP111449 22 34 41.6  -20 42 29 2000  5.21 F7V     22.7   0.22 -0.15
HIP111685 22 37 29.9   39 22 51 2000  9.41 M2      18.8   0.02 -0.34
HIP111766 22 38 29.8  -65 22 42 2000 11.5  ---     14.8   0.83 -0.16
GJ866     22 38 33.4  -15 18 07 2000 13.0  M5.0V    3.45  2.36  2.24
HIP111802 22 38 45.6  -20 37 16 2000  9.06 M0Vpe    8.64  0.45 -0.08
HIP111888 22 39 50.8   04 06 58 2000  8.48 K2      22.6   0.18  0.11
HIP111960 22 40 43.4  -29 40 28 2000  7.83 K4/K5V  13.5   0.38 -0.02
HIP111978 22 40 55.2  -31 59 24 2000  7.41 G8/K0V  26.7   0.34  0.02
HIP111983 22 40 58.7  -46 12 07 2000  9.14 K5V     22.9   0.10 -0.02
HIP112117 22 42 36.9  -47 12 38 2000  5.99 G0      23.5   0.01 -0.33
HIP112190 22 43 21.3  -06 24 02 2000  8.11 K0      21.5  -0.15 -0.29
HIP112245 22 44 05.8   64 34 14 2000  7.50 G8V     25.1   0.05 -0.30
GJ873     22 46 49.7   44 20 02 2000 10.2  M3.5V    5.04 -0.70 -0.46
HIP112496 22 47 13.6   18 23 04 2000  9.02 G0      26.6   0.25  0.09
HIP112527 22 47 31.9   83 41 49 2000  7.53 K2      19.9  -0.15  0.12
HIP112623 22 48 33.3  -51 19 00 2000  3.49 A3V     39.7   0.11 -0.07
HIP112724 22 49 40.8   66 12 01 2000  3.50 K0III   35.3  -0.07 -0.12
HIP112748 22 50 00.2   24 36 05 2000  3.51 M2III   35.7   0.14 -0.04
HIP112774 22 50 19.4  -07 05 24 2000  9.86 K5      13.9  -0.10  0.10
HIP112870 22 51 26.4   13 58 11 2000  8.29 K0      21.0   0.40  0.20
HIP112909 22 51 53.5   31 45 15 2000 11.6  M3.5Ve  14.2   0.53 -0.05
HIP112915 22 52 00.5   57 43 00 2000  8.01 K5III   24.2  -0.09 -0.22
HIP112918 22 52 02.5   23 24 47 2000  9.79 K8      27.1   0.13 -0.15
HIP112935 22 52 24.1   09 50 08 2000  5.16 F7IV    26.8   0.52  0.04
GJ876     22 53 16.7  -14 15 48 2000 10.1  M3.5V    4.66  0.96 -0.68
HIP113283 22 56 24.1  -31 33 55 2000  6.48 K4Vp     7.63  0.33 -0.16
HIP113357 22 57 28.0   20 46 07 2000  5.45 G5V     15.3   0.21  0.06
HIP113368 22 57 39.1  -29 37 20 2000  1.17 A3V      7.68  0.33 -0.16
HIP113409 22 58 06.3  -13 38 33 2000 10.1  K2V:    27.0   0.04 -0.33
HIP113421 22 58 15.5  -02 23 43 2000  6.17 G8IV    19.7  -0.01 -0.02
HIP113576 23 00 16.1  -22 31 27 2000  7.88 K5/M0V   8.14 -0.90  0.06
HIP113638 23 00 52.8  -52 45 14 2000  4.11 G8III   34.4  -0.07 -0.01
HIP113697 23 01 37.8  -44 59 18 2000  8.93 K5V     25.7   0.10  0.01
HIP113718 23 01 51.5  -03 50 55 2000  7.48 K4V     16.9   0.40 -0.21
HIP113829 23 03 05.0   20 55 06 2000  6.65 G5V     24.2  -0.12 -0.03
HIP113860 23 03 29.8  -34 44 57 2000  5.12 A9V     28.5   0.07  0.08
HIP113944 23 04 30.2   66 45 51 2000  9.86 M1V:    20.0   0.30 -0.08
HIP113963 23 04 45.7   15 12 18 2000  2.49 B9.5III 42.8   0.06 -0.04
GJ887     23 05 52.0  -35 51 10 2000  7.34 M1.0V    3.27  6.77  1.33
HIP114156 23 07 07.1  -23 09 34 2000  9.62 K5V     21.1   0.15 -0.25
HIP114189 23 07 28.7   21 08 03 2000  5.97 A5V     39.9   0.11 -0.05
HIP114233 23 08 07.0   03 19 44 2000 10.9  M1V:    15.6   0.49  0.25
HIP114361 23 09 41.0  -67 43 58 2000  8.29 K5V     15.0  -0.32 -0.22
HIP114379 23 09 57.4   47 57 30 2000  7.91 K0Ve    25.2   0.15  0.01
HIP114411 23 10 15.7  -25 55 52 2000 11.2  ---     15.6   0.72  0.02
HIP114416 23 10 20.6  -68 50 20 2000  8.70 K3V     20.8   0.07  0.32
HIP114430 23 10 27.2   43 32 39 2000  5.91 F5IV    28.2  -0.20 -0.21
HIP114456 23 10 50.1   45 30 44 2000  6.98 K0      23.4  -0.09 -0.29
HIP114570 23 12 33.0   49 24 22 2000  4.53 F0V     24.4   0.09  0.10
HIP114622 23 13 17.0   57 10 06 2000  5.57 K3Vvar   6.52  2.07  0.29
HIP114622 23 13 17.0   57 10 06 2000  5.57 K3Vvar   6.52  2.07  0.29
HIP114886 23 16 18.2   30 40 12 2000  8.07 K2V     24.1   0.36  0.09
HIP114924 23 16 42.3   53 12 48 2000  5.58 F7V     20.2   0.11 -0.24
HIP114948 23 16 57.7  -62 00 04 2000  5.64 F7V     20.5   0.18 -0.03
HIP114971 23 17 09.9   03 16 56 2000  3.70 G7III   40.1   0.76  0.02
HIP114980 23 17 17.4  -66 56 16 2000  9.02 K5V     27.1   0.35 -0.41
HIP114986 23 17 20.8  -66 55 09 2000  8.71 K5v...  27.2   0.36 -0.42
HIP115123 23 19 05.4  -60 31 14 2000  8.93 K7V     19.2  -0.10 -0.04
HIP115142 23 19 24.0  -05 07 27 2000  5.56 F3IV    34.8   0.20 -0.02
HIP115147 23 19 26.6   79 00 12 2000  7.53 G9V     19.7   0.20  0.07
HIP115331 23 21 36.5   44 05 52 2000  7.36 K1V     21.9   0.64  0.22
HIP115341 23 21 44.5   45 10 33 2000  8.12 K2      20.9   0.20 -0.07
HIP115445 23 23 04.9   10 45 51 2000  7.80 K2V     19.4   0.45  0.26
HIP115562 23 24 30.5   57 51 15 2000 10.0  M2      13.1  -0.06 -0.28
HIP115738 23 26 56.0   01 15 20 2000  4.95 A0p     49.7   0.09 -0.09
HIP116003 23 30 13.4  -20 23 27 2000 11.0  M2Ve    14.7   0.31 -0.21
HIP116085 23 31 22.2   59 09 55 2000  6.76 K2V     16.8   1.11  0.11
HIP116106 23 31 31.5  -04 05 14 2000  6.50 F8V     26.2   0.18 -0.19
HIP116215 23 32 49.4  -16 50 44 2000  8.59 K5/M0V  13.9   0.34 -0.22
HIP116384 23 35 00.3   01 36 19 2000  9.59 M0      19.3   0.34  0.03
HIP116416 23 35 25.6   31 09 40 2000  7.90 G5      23.4  -0.20 -0.28
HIP116491 23 36 18.3  -48 35 17 2000 10.0  M0      23.7  -0.13 -0.03
HIP116495 23 36 23.3   02 06 08 2000  5.68 F6Vbwva 30.9  -0.10  0.06
HIP116584 23 37 33.8   46 27 29 2000  3.81 G8III-I 25.8   0.16 -0.42
HIP116613 23 37 58.5   46 11 58 2000  6.58 G5      23.1   0.36 -0.01
HIP116727 23 39 20.8   77 37 56 2000  3.21 K1IV    13.7  -0.05  0.13
HIP116745 23 39 37.4  -72 43 19 2000  7.09 K3V     11.3   0.14 -0.74
HIP116758 23 39 47.1  -14 13 19 2000  4.97 A7IV    41.0   0.05 -0.06
HIP116763 23 39 51.3  -32 44 36 2000  7.18 K1V     18.6   0.14 -0.30
HIP116771 23 39 57.0   05 37 34 2000  4.13 F7V     13.7   0.38 -0.44
HIP116819 23 40 37.9  -18 59 20 2000  7.59 G5V     26.2   0.30 -0.04
HIP116838 23 40 51.4   20 21 57 2000  8.27 K2      25.3   0.22  0.06
GJ905     23 41 54.7   44 10 30 2000 12.2  M5.5V    3.16  0.08 -1.61
HIP116936 23 42 10.6  -02 34 36 2000 10.3  M0      23.5  -0.19 -0.26
HIP116971 23 42 43.3  -14 32 41 2000  4.49 B9V     47.2   0.10 -0.07
HIP117197 23 45 49.5   36 15 18 2000  9.89 M0      19.6   0.35  0.05
HIP117410 23 48 25.7  -12 59 14 2000  9.59 K8      27.0   0.23  0.02
HIP117452 23 48 55.5  -28 07 49 2000  4.59 A0V     43.9   0.10 -0.10
HIP117463 23 49 01.2   03 10 52 2000  8.38 G5      26.6   0.06  0.00
HIP117473 23 49 12.5   02 24 04 2000  8.98 M2V      5.96  1.00 -0.97
HIP117542 23 50 14.9  -29 24 06 2000  7.88 K1V     25.2   0.19  0.02
HIP117559 23 50 27.9   30 21 11 2000  9.35 M0      24.8   0.25  0.01
HIP117712 23 52 25.3   75 32 40 2000  6.36 K3V     10.7   0.34  0.04
HIP117779 23 53 08.6   29 01 05 2000  9.75 ---     22.4  -0.07  0.02
HIP117795 23 53 19.8   59 56 42 2000 10.4  K8      27.3   0.08  0.03
HIP117815 23 53 39.9  -65 56 49 2000  6.64 G0V     25.8  -0.04  0.09
HIP117828 23 53 50.1  -75 37 57 2000  9.99 M...    10.1   0.24 -0.38
HIP117946 23 55 26.6   22 11 35 2000  8.77 K0      25.4   0.20 -0.15
HIP118008 23 56 10.7  -39 03 08 2000  8.24 K3V     22.0   0.21 -0.19
HIP118121 23 57 35.1  -64 17 53 2000  5.00 A1V     48.7   0.08 -0.06
HIP118162 23 58 06.8   50 26 51 2000  6.72 G5      24.1  -0.05  0.25
HIP118212 23 58 43.5   46 43 44 2000  9.57 M0      17.3   0.67 -0.01
HIP118261 23 59 13.7  -26 02 55 2000  8.69 K3/K4V  24.4  -0.23  0.01
HIP118278 23 59 28.4  -20 02 04 2000  7.47 G8V     25.7   0.51 -0.28
HIP118310 23 59 47.8   06 39 50 2000  8.85 K5      25.3  -0.06 -0.17
